,Concurso,Data Sorteio,Dezena1,Dezena2,Dezena3,Dezena4,Dezena5,Dezena6,Arrecadacao_Total,Ganhadores_Sena,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio
711,712,2005-11-09 00:00:00,35,7,53,58,8,43,0,0,0,97,12122.15,5637,207.81,SIM,17644136.19,0
712,713,2005-11-12 00:00:00,46,1,26,16,12,54,0,0,0,67,20438.81,5838,233.68,SIM,20040586.54,0
713,714,2005-11-16 00:00:00,17,53,39,8,7,35,0,0,0,113,9766.45,10955,100.36,SIM,29611134.96,0
714,715,2005-11-19 00:00:00,54,36,12,4,33,24,0,3,10825809.33,237,6910.89,13134,124.24,NÃO,0,0
715,716,2005-11-23 00:00:00,29,2,7,50,16,32,0,1,945382.75,37,14600.51,2512,214.25,NÃO,0,0
716,717,2005-11-26 00:00:00,28,35,41,17,6,23,0,0,0,68,8956.76,3816,159,SIM,1065855.06,0
717,718,2005-11-30 00:00:00,7,35,21,39,58,33,0,0,0,41,13759.23,2893,194.26,SIM,2053079.87,0
718,719,2005-12-03 00:00:00,39,47,37,53,32,3,0,0,0,63,12737,3553,225,SIM,8649484.79,0
719,720,2005-12-07 00:00:00,12,56,44,51,31,54,0,0,0,20,45658.99,2606,349.09,SIM,10247549.36,0
720,721,2005-12-10 00:00:00,14,3,23,55,36,25,0,0,0,99,11025.33,6723,161.75,SIM,12157688.32,0
721,722,2005-12-14 00:00:00,60,36,57,18,44,9,0,0,0,85,12704.05,5334,201.68,SIM,14047415.26,0
722,723,2005-12-17 00:00:00,16,6,52,1,36,50,0,0,0,49,25242.04,4000,308.05,SIM,16211920.28,0
723,724,2005-12-21 00:00:00,34,51,55,17,48,27,0,0,0,102,12537.87,6190,205.82,SIM,25450246.43,0
724,725,2005-12-31 00:00:00,49,9,3,35,37,41,0,2,15815987.63,343,10298.59,20451,172.08,NÃO,0,0
725,726,2006-01-04 00:00:00,40,47,1,5,7,37,0,0,0,35,15459.49,2838,189.94,SIM,946893.69,0
726,727,2006-01-07 00:00:00,14,42,12,4,59,30,0,0,0,29,25008.46,2688,268.79,SIM,2216072.86,0
727,728,2006-01-11 00:00:00,44,42,13,8,24,32,0,0,0,81,8575.31,5381,128.59,SIM,3431622.25,0
728,729,2006-01-14 00:00:00,33,56,18,57,43,5,0,1,4969519.9,51,17231.34,5041,173.67,NÃO,0,0
729,730,2006-01-18 00:00:00,45,15,2,54,16,50,0,0,0,34,23412.97,2824,280.82,SIM,9358249.67,0
730,731,2006-01-21 00:00:00,35,6,15,23,28,16,0,0,0,88,11554.63,6659,152.12,SIM,11137662.34,0
731,732,2006-01-25 00:00:00,49,19,53,50,17,6,0,0,0,65,14610.54,4196,225.48,SIM,12799611.64,0
732,733,2006-01-28 00:00:00,12,26,31,43,46,2,0,0,0,67,16737.98,5110,218.63,SIM,14762139.6,0
733,734,2006-02-01 00:00:00,44,45,27,29,43,54,0,1,16726569.98,58,19354,3984,280.69,NÃO,0,0
734,735,2006-02-04 00:00:00,40,42,15,52,38,9,0,0,0,33,27163.91,3043,293.47,SIM,7826853.28,0
735,736,2006-02-08 00:00:00,1,21,38,41,56,49,0,0,0,19,47835.6,2190,413.44,SIM,9417386.79,0
736,737,2006-02-11 00:00:00,33,12,24,38,11,32,0,0,0,65,18730.63,6267,193.54,SIM,11547995.59,0
737,738,2006-02-15 00:00:00,15,30,14,42,26,54,0,0,0,47,26720.69,4178,299.45,SIM,13745772.39,0
738,739,2006-02-18 00:00:00,6,45,56,49,35,10,0,0,0,54,25993.77,4723,296.08,SIM,23305073.75,0
739,740,2006-02-22 00:00:00,29,47,12,50,16,28,0,1,26132814.65,90,17953.91,6943,231.85,NÃO,0,0
740,741,2006-02-25 00:00:00,26,39,27,24,59,36,0,0,0,23,28453.38,2133,305.65,SIM,1145248.54,0
741,742,2006-03-01 00:00:00,34,17,7,41,2,50,0,0,0,25,14199,1622,218.02,SIM,1766454.86,0
742,743,2006-03-04 00:00:00,54,20,32,60,25,23,0,0,0,28,29491.22,2762,297.84,SIM,3211524.66,0
743,744,2006-03-08 00:00:00,26,46,12,23,39,4,0,0,0,77,10441.97,5387,148.7,SIM,9937380.49,0
744,745,2006-03-11 00:00:00,21,57,37,16,43,2,0,0,0,134,8604.62,5262,218.3,SIM,11955163.21,0
745,746,2006-03-15 00:00:00,49,12,10,57,25,1,0,2,6995681.58,114,10206.52,6686,173.36,NÃO,0,0
746,747,2006-03-18 00:00:00,21,23,56,12,3,2,0,0,0,53,13079.29,4363,158.28,SIM,1213104.4,0
747,748,2006-03-22 00:00:00,1,7,19,51,35,2,0,0,0,74,9080.42,4519,148.14,SIM,2389018.77,0
748,749,2006-03-25 00:00:00,24,47,4,57,48,50,0,0,0,31,26214.36,2669,303.33,SIM,9429097.84,0
749,750,2006-03-29 00:00:00,58,17,54,10,42,33,0,0,0,49,18795.69,3799,241.51,SIM,11040828.28,0
750,751,2006-04-01 00:00:00,4,25,38,50,20,7,0,0,0,74,15221.68,5579,201.14,SIM,13012035.71,15000000
751,752,2006-04-05 00:00:00,25,4,29,42,24,23,0,0,0,86,13022.3,6849,162.9,SIM,14971892.19,0
752,753,2006-04-08 00:00:00,59,35,43,22,7,2,0,1,17388228.32,152,9083.97,8630,159.4,NÃO,0,0
753,754,2006-04-12 00:00:00,4,42,34,50,3,13,0,0,0,41,14457.22,2827,208.89,SIM,7463330.98,0
754,755,2006-04-15 00:00:00,59,30,47,12,4,49,0,0,0,41,18319.33,2977,251.35,SIM,8777742.92,0
755,756,2006-04-19 00:00:00,37,50,41,5,38,27,0,0,0,34,27503.13,3135,297.15,SIM,10414179.09,0
756,757,2006-04-22 00:00:00,17,32,12,18,58,30,0,0,0,53,17988.72,3448,275.46,SIM,12082632.69,0
757,758,2006-04-26 00:00:00,47,59,1,23,36,43,0,0,0,74,14352.34,4910,215.49,SIM,13941260.58,0
758,759,2006-04-29 00:00:00,59,39,30,31,48,45,0,0,0,38,32431.5,2588,474.4,SIM,22265544.19,0
759,760,2006-05-03 00:00:00,12,17,60,44,46,45,0,0,0,80,16005.08,5517,231.2,SIM,24506255.18,0
760,761,2006-05-06 00:00:00,56,29,17,13,27,40,0,0,0,100,17175.97,8936,191.48,SIM,27512048.76,0
761,762,2006-05-10 00:00:00,39,9,21,12,37,54,0,0,0,143,13668.11,10120,192.4,SIM,30932491.92,0
762,763,2006-05-13 00:00:00,40,47,1,48,9,26,0,0,0,101,23502.31,7655,308.92,SIM,35086525.19,0
763,764,2006-05-18 00:00:00,7,3,55,47,53,45,0,1,40539530.9,189,16486.79,15290,203.03,NÃO,0,0
764,765,2006-05-21 00:00:00,3,37,50,16,30,10,0,0,0,62,15552.09,4336,221.54,SIM,14740248.65,0
765,766,2006-05-24 00:00:00,1,50,19,42,24,58,0,0,0,63,16857.33,4477,236.31,SIM,16598769.93,0
766,767,2006-05-27 00:00:00,22,50,32,38,54,15,0,0,0,62,20318.55,4419,284,SIM,18803331.88,0
767,768,2006-05-31 00:00:00,33,37,59,30,4,8,0,1,21024430.31,93,13647.3,6408,197.31,NÃO,0,0
768,769,2006-06-03 00:00:00,20,21,50,29,12,16,0,0,0,49,14382.06,3078,228.08,SIM,7808149.6,0
769,770,2006-06-07 00:00:00,4,34,25,35,48,12,0,0,0,68,13703.65,5401,171.88,SIM,9438882.88,0
770,771,2006-06-10 00:00:00,29,46,34,47,21,14,0,0,0,69,15089.83,4559,227.53,SIM,11260979.64,0
771,772,2006-06-14 00:00:00,38,51,52,60,10,35,0,0,0,66,13476.3,5330,166.25,SIM,12817492.36,15000000
772,773,2006-06-17 00:00:00,3,5,51,29,34,14,0,0,0,58,16454.7,4919,193.29,SIM,14487644.71,0
773,774,2006-06-21 00:00:00,37,5,54,58,46,10,0,1,16319071.08,64,16352.03,4336,240.45,NÃO,0,0
774,775,2006-06-24 00:00:00,27,12,46,47,42,50,0,0,0,30,25559.59,3058,249.8,SIM,7421108.15,0
775,776,2006-06-28 00:00:00,57,35,60,41,3,15,0,0,0,56,13543.61,3075,245.72,SIM,8748382.29,0
776,777,2006-07-01 00:00:00,14,50,23,2,28,56,0,0,0,80,10746.73,3943,217.22,SIM,10252923.38,12000000
777,778,2006-07-05 00:00:00,45,20,36,37,31,51,0,0,0,21,42785.84,1890,473.6,SIM,11825302.87,0
778,779,2006-07-08 00:00:00,36,54,52,25,29,26,0,0,0,26,39580.32,3127,327.85,SIM,19016906.07,0
779,780,2006-07-12 00:00:00,10,50,28,51,59,7,0,0,0,43,26754.56,3828,299.4,SIM,21030186.72,0
780,781,2006-07-15 00:00:00,10,54,8,39,56,13,0,0,0,66,19809.51,5707,228.22,SIM,23318185.27,0
781,782,2006-07-19 00:00:00,11,23,59,42,35,2,0,0,0,144,9270.41,7533,176.55,SIM,25654326.84,0
782,783,2006-07-22 00:00:00,43,21,48,8,4,32,0,1,28244624.32,140,10572.64,8427,174.99,NÃO,0,0
783,784,2006-07-26 00:00:00,42,56,8,37,27,53,0,0,0,27,20363.8,2163,253.24,SIM,8240695.17,0
784,785,2006-07-29 00:00:00,35,5,37,8,48,17,0,1,9770979.43,126,6940.06,6657,130.87,NÃO,0,0
785,786,2006-08-02 00:00:00,27,31,26,11,10,41,0,0,0,19,25700.08,1521,319.83,SIM,854527.84,0
786,787,2006-08-05 00:00:00,37,31,20,60,34,54,0,0,0,40,16922.47,1955,344.93,SIM,2039100.64,0
787,788,2006-08-09 00:00:00,31,57,17,19,29,44,0,0,0,62,10763.88,3247,204.75,SIM,3206981.5,0
788,789,2006-08-12 00:00:00,60,39,31,38,6,50,0,0,0,13,62482.48,1808,447.56,SIM,9027559.48,0
789,790,2006-08-16 00:00:00,22,2,19,28,43,6,0,0,0,71,11717.34,5884,140.86,SIM,10483439.1,0
790,791,2006-08-19 00:00:00,42,35,19,9,14,58,0,1,12212213.94,114,8665.54,5756,170.97,NÃO,0,0
791,792,2006-08-23 00:00:00,43,56,9,45,29,34,0,0,0,32,15844.65,1949,259.17,SIM,887300.41,0
792,793,2006-08-26 00:00:00,3,51,33,15,16,57,0,0,0,62,10387.12,3629,176.79,SIM,2014302.06,0
793,794,2006-08-30 00:00:00,56,47,55,38,42,3,0,0,0,15,37006.71,1730,319.66,SIM,7393144.45,0
794,795,2006-09-02 00:00:00,14,36,21,29,26,48,0,0,0,76,11029.2,4389,190.27,SIM,8860028.16,0
795,796,2006-09-06 00:00:00,19,24,43,34,39,5,0,0,0,80,9974.9,4883,162.81,SIM,10256514.12,0
796,797,2006-09-09 00:00:00,58,48,52,47,12,6,0,0,0,66,12566.42,3447,239.7,SIM,11707935.01,0
797,798,2006-09-13 00:00:00,32,9,4,52,29,3,0,0,0,48,19610.77,4104,228.5,SIM,13355239.88,0
798,799,2006-09-16 00:00:00,29,35,19,57,42,55,0,0,0,56,19330.65,4675,230.69,SIM,20861429.08,0
799,800,2006-09-20 00:00:00,1,7,56,11,37,38,0,0,0,44,26411.64,4497,257.44,SIM,22895125.15,0
800,801,2006-09-23 00:00:00,20,22,11,19,48,42,0,0,0,73,19406.93,5791,243.72,SIM,25374360.34,0
801,802,2006-09-27 00:00:00,14,24,60,6,18,48,0,0,0,117,12287.8,8216,174.32,SIM,27890287.63,0
802,803,2006-09-30 00:00:00,10,57,28,3,5,21,0,0,0,193,8993.04,12055,143.44,SIM,30927687.9,0
803,804,2006-10-04 00:00:00,13,59,37,56,3,47,0,1,34172202.25,134,13835.88,9937,185.88,NÃO,0,0
804,805,2006-10-07 00:00:00,30,2,48,60,43,36,0,0,0,62,14428.43,3489,255.42,SIM,11073179.39,0
805,806,2006-10-12 00:00:00,60,41,47,26,35,18,0,0,0,50,18518.81,3179,290.17,SIM,12693574.74,0
806,807,2006-10-14 00:00:00,8,27,2,32,56,49,0,0,0,130,7262.48,6188,152.01,SIM,14345789.99,0
807,808,2006-10-18 00:00:00,15,21,31,46,2,57,0,0,0,44,24446.08,3844,278.76,SIM,16228138.27,0
808,809,2006-10-21 00:00:00,25,23,11,5,30,15,0,0,0,121,8582.38,7669,134.9,SIM,24143857.18,0
809,810,2006-10-25 00:00:00,4,33,1,48,5,37,0,0,0,75,17505.65,6450,202.79,SIM,26441472.82,30000000
810,811,2006-10-28 00:00:00,32,57,28,41,10,47,0,2,14597902.39,89,17684.31,5508,284.67,NÃO,0,0
811,812,2006-11-01 00:00:00,57,39,54,11,38,13,0,0,0,57,9696.24,2116,260.21,SIM,967199.74,0
812,813,2006-11-04 00:00:00,23,15,56,46,9,45,0,0,0,43,14647.97,3244,193.43,SIM,2069459.59,0
813,814,2006-11-08 00:00:00,11,2,46,50,8,41,0,0,0,37,18442.44,2534,268.27,SIM,9203290.18,0
814,815,2006-11-11 00:00:00,57,50,9,39,37,19,0,0,0,56,17528.89,3621,270.06,SIM,10921121.58,0
815,816,2006-11-16 00:00:00,21,47,40,52,30,20,0,0,0,21,39708.11,1885,440.69,SIM,12380394.81,0
816,817,2006-11-18 00:00:00,34,43,29,30,10,52,0,0,0,27,34364.35,2469,374.37,SIM,14004110.17,16000000
817,818,2006-11-22 00:00:00,44,41,22,8,9,25,0,0,0,58,16865.13,4935,197.47,SIM,15715920.16,0
818,819,2006-11-25 00:00:00,51,5,58,46,25,19,0,0,0,105,11132.9,5868,198.46,SIM,23874662.7,0
819,820,2006-11-29 00:00:00,17,45,32,21,10,46,0,2,13046320.38,82,15456.29,5102,247.47,NÃO,0,0
820,821,2006-12-02 00:00:00,4,29,38,36,33,42,0,0,0,37,17462.93,3307,194.64,SIM,1130724.8,0
821,822,2006-12-06 00:00:00,4,17,41,10,27,52,0,0,0,31,19931.52,2585,238.13,SIM,2212009.51,0
822,823,2006-12-09 00:00:00,15,26,59,1,54,51,0,0,0,22,35180.77,2144,359.62,SIM,3566468.83,0
823,824,2006-12-13 00:00:00,33,48,6,7,20,9,0,0,0,53,14753.39,5002,155.73,SIM,10044004.79,0
824,825,2006-12-16 00:00:00,28,21,40,10,41,47,0,0,0,52,19453.75,4148,242.96,SIM,11814295.88,0
825,826,2006-12-19 00:00:00,45,6,8,7,53,27,0,0,0,68,9188.18,3571,174.3,SIM,12907689.09,0
826,827,2006-12-21 00:00:00,24,56,30,51,42,18,0,0,0,47,21021.73,4106,239.72,SIM,14636725.67,0
827,828,2006-12-23 00:00:00,23,50,53,42,28,38,0,0,0,29,40114.62,3478,333.21,SIM,16672542.56,0
828,829,2006-12-31 00:00:00,32,50,14,47,10,56,0,0,0,162,18311.2,10814,273.27,SIM,30306455.18,0
829,830,2007-01-03 00:00:00,53,51,2,41,13,49,0,0,0,94,24135.05,7705,293.34,SIM,34276670.77,0
830,831,2007-01-06 00:00:00,3,50,48,42,32,33,0,0,0,117,31716.1,12045,306.9,SIM,40770541.92,0
831,832,2007-01-10 00:00:00,17,49,15,33,39,23,0,1,52807317.17,510,13486.58,37086,184.77,NÃO,0,0
832,833,2007-01-13 00:00:00,53,58,57,16,46,13,0,0,0,40,19408.81,2678,288.8,SIM,1358616.66,0
833,834,2007-01-17 00:00:00,44,10,17,16,51,34,0,1,2820323.56,42,19887.17,3073,270.78,NÃO,0,0
834,835,2007-01-20 00:00:00,58,31,57,49,33,18,0,0,0,40,28893.86,4078,282.34,SIM,20109130.83,0
835,836,2007-01-24 00:00:00,28,22,38,17,52,59,0,0,0,64,20981.59,4859,275.31,SIM,22459069.62,0
836,837,2007-01-27 00:00:00,16,5,24,34,6,60,0,1,25067473.09,73,20418.03,6233,238.23,NÃO,0,0
837,838,2007-01-31 00:00:00,9,30,47,38,23,44,0,0,0,41,16256.65,2825,235.05,SIM,1166414.58,0
838,839,2007-02-03 00:00:00,11,18,8,7,37,43,0,0,0,77,11092.88,5314,160.13,SIM,9548388.11,0
839,840,2007-02-07 00:00:00,43,29,35,59,31,17,0,0,0,94,11603.23,5512,197.13,SIM,11457118.69,0
840,841,2007-02-10 00:00:00,36,51,32,22,38,7,0,0,0,67,18656.13,5162,241.23,SIM,13644549.97,0
841,842,2007-02-14 00:00:00,51,44,60,9,7,30,0,0,0,58,21165.39,4700,260.2,SIM,15792837.51,0
842,843,2007-02-17 00:00:00,34,48,1,16,45,36,0,0,0,68,19914.21,5642,239.1,SIM,18162628.75,0
843,844,2007-02-24 00:00:00,54,24,44,57,34,16,0,0,0,91,18846.39,7679,222.5,SIM,29460722.37,0
844,845,2007-02-28 00:00:00,40,48,19,20,14,52,0,0,0,67,26277.83,5308,330.43,SIM,32541798.04,0
845,846,2007-03-03 00:00:00,47,54,2,50,3,44,0,0,0,82,24621.43,6231,322.79,SIM,36074973.92,0
846,847,2007-03-07 00:00:00,42,14,44,27,15,48,0,1,40484388.84,242,10411.84,14062,178.5,NÃO,0,0
847,848,2007-03-10 00:00:00,56,34,17,32,47,27,0,1,1351049.04,90,8578.09,4602,167.13,NÃO,0,0
848,849,2007-03-14 00:00:00,8,39,9,58,44,49,0,0,0,33,20408.37,2208,303.87,SIM,10859511.56,0
849,850,2007-03-17 00:00:00,60,22,59,25,44,7,0,0,0,117,9690.08,6520,173.22,SIM,12843555.94,0
850,851,2007-03-21 00:00:00,16,32,35,58,19,3,0,3,4966312.44,177,6635.61,7593,154.1,NÃO,0,0
851,852,2007-03-24 00:00:00,14,38,6,23,44,34,0,0,0,42,16051.24,3489,192.5,SIM,1179766.12,0
852,853,2007-03-28 00:00:00,51,30,59,46,38,56,0,0,0,17,43287.28,1465,500.41,SIM,2467562.79,0
853,854,2007-03-31 00:00:00,17,3,24,27,44,25,0,0,0,88,10150.39,7056,126.11,SIM,9795115.03,0
854,855,2007-04-04 00:00:00,42,3,24,53,43,31,0,0,0,59,16966.53,3478,286.73,SIM,11546909.14,0
855,856,2007-04-07 00:00:00,11,40,41,47,15,42,0,0,0,37,25678.52,2924,323.71,SIM,13209593.04,0
856,857,2007-04-11 00:00:00,17,59,49,2,3,50,0,0,0,71,17126.48,4732,256,SIM,15337557.86,0
857,858,2007-04-14 00:00:00,31,37,54,23,4,18,0,2,8889537.74,185,7541.37,8821,157.56,NÃO,0,0
858,859,2007-04-18 00:00:00,46,47,12,57,34,9,0,0,0,35,18296.99,3275,194.8,SIM,7624012.41,0
859,860,2007-04-23 00:00:00,22,8,17,42,44,2,0,0,0,111,8602.66,6853,138.82,SIM,9295079.41,0
860,861,2007-04-25 00:00:00,42,40,60,59,47,39,0,1,10840760.96,34,25977.84,2296,383.23,NÃO,0,0
861,862,2007-04-28 00:00:00,19,35,12,2,11,8,0,1,1152211.3,99,6650.57,5632,116.46,NÃO,0,0
862,863,2007-05-02 00:00:00,32,53,50,57,15,24,0,0,0,25,18975.51,1454,325.04,SIM,830178.33,0
863,864,2007-05-05 00:00:00,31,11,33,42,57,8,0,0,0,47,16053.56,2926,256.9,SIM,6807400,0
864,865,2007-05-09 00:00:00,27,23,41,51,26,53,0,0,0,28,31424.15,2694,325.36,SIM,8347183.58,0
865,866,2007-05-12 00:00:00,36,48,27,40,5,46,0,0,0,46,23174.32,3704,286.71,SIM,10212715.83,0
866,867,2007-05-16 00:00:00,54,26,28,19,44,10,0,0,0,51,20699.48,4381,240.06,SIM,12060144.51,0
867,868,2007-05-19 00:00:00,57,51,21,22,25,40,0,0,0,37,32369.99,3453,345.54,SIM,14156101.29,16000000
868,869,2007-05-23 00:00:00,29,42,50,51,49,27,0,1,16192436.64,57,20414.39,3912,296.32,NÃO,0,9000000
869,870,2007-05-26 00:00:00,52,8,43,34,40,21,0,0,0,26,34488.2,2923,305.61,SIM,8272810.82,10000000
870,871,2007-05-30 00:00:00,17,5,58,1,47,10,0,0,0,80,12453.39,6225,159.45,SIM,10016284.93,12000000
871,872,2007-06-02 00:00:00,18,55,58,43,31,5,0,0,0,81,14747.74,4636,256.7,SIM,12106777.43,14000000
872,873,2007-06-06 00:00:00,57,59,4,34,19,30,0,0,0,70,17932.61,5051,247.59,SIM,14303522.62,17000000
873,874,2007-06-09 00:00:00,59,20,52,42,44,10,0,0,0,32,39615.01,3024,417.62,SIM,23535080.88,26000000
874,875,2007-06-13 00:00:00,53,18,36,58,24,20,0,1,26631943.24,153,11566.24,8240,213.95,NÃO,0,1500000
875,876,2007-06-16 00:00:00,4,12,41,45,60,8,0,0,0,30,29219.33,3847,227,SIM,1534014.85,3000000
876,877,2007-06-20 00:00:00,13,15,20,31,28,36,0,0,0,69,14440.64,4817,206.07,SIM,3277722.23,5000000
877,878,2007-06-23 00:00:00,37,12,43,38,11,54,0,0,0,33,29970.93,3702,266.16,SIM,5008543.3,7000000
878,879,2007-06-27 00:00:00,29,10,46,35,42,28,0,0,0,45,21995.08,3852,255.98,SIM,13767454.24,16000000
879,880,2007-06-30 00:00:00,51,30,49,25,37,46,0,0,0,46,28154.03,4314,299.07,SIM,16033853.7,18000000
880,881,2007-07-04 00:00:00,43,24,4,51,18,56,0,0,0,99,14336.7,6959,203.19,SIM,18517686.08,22000000
881,882,2007-07-07 00:00:00,42,45,44,60,41,17,0,1,21492982.24,81,20989.74,6642,255,NÃO,0,1300000
882,883,2007-07-11 00:00:00,21,37,60,32,52,53,0,0,0,13,51899.42,1494,449.89,SIM,1180711.67,2500000
883,884,2007-07-14 00:00:00,22,11,2,14,39,12,0,0,0,56,15846.82,4752,186.05,SIM,10204577.3,12000000
884,885,2007-07-18 00:00:00,13,4,31,33,47,51,0,0,0,114,9254.88,6503,161.63,SIM,12050926.17,14000000
885,886,2007-07-21 00:00:00,50,55,37,33,59,17,0,0,0,100,12422.33,5764,214.7,SIM,14224834.41,17000000
886,887,2007-07-25 00:00:00,44,12,32,21,1,34,0,0,0,79,15886.22,4885,255.94,SIM,16421104.66,20000000
887,888,2007-07-28 00:00:00,50,24,40,54,52,60,0,1,18947548.96,50,28873.65,3672,391.67,NÃO,0,1000000
888,889,2007-08-01 00:00:00,34,54,20,39,60,24,0,0,0,21,30883.09,1733,372.81,SIM,8190614.89,10000000
889,890,2007-08-04 00:00:00,9,21,22,7,17,54,0,0,0,105,10715.07,6983,160.51,SIM,10159508.19,12000000
890,891,2007-08-08 00:00:00,15,22,19,35,34,16,0,0,0,92,13781.11,6400,197.35,SIM,12378266.6,15000000
891,892,2007-08-11 00:00:00,1,49,52,42,19,44,0,0,0,54,28078.08,4782,315.87,SIM,15031644.65,18000000
892,893,2007-08-15 00:00:00,56,53,51,26,18,3,0,0,0,105,14747.51,6595,233.91,SIM,17741499.79,21000000
893,894,2007-08-18 00:00:00,37,24,44,28,20,41,0,0,0,59,31502.25,6653,278.31,SIM,30139459.45,33000000
894,895,2007-08-22 00:00:00,2,55,41,43,57,58,0,0,0,82,29366.19,6473,370.6,SIM,34353506.77,40000000
895,896,2007-08-25 00:00:00,31,11,41,35,22,5,0,0,0,98,31002.68,10769,281.06,SIM,39670465.09,45000000
896,897,2007-08-29 00:00:00,21,57,46,22,7,43,0,0,0,212,18019.32,16644,228.65,SIM,46355633.71,54000000
897,898,2007-09-01 00:00:00,4,8,3,54,45,30,0,2,27782053.83,596,8828.84,27120,193.29,NÃO,0,1500000
898,899,2007-09-05 00:00:00,58,18,54,36,53,20,0,0,0,948,951.79,3559,252.57,SIM,20867361.42,24000000
899,900,2007-09-08 00:00:00,4,21,59,18,38,34,0,1,23334752.92,89,15842,6184,227.14,NÃO,0,1500000
900,901,2007-09-12 00:00:00,32,34,16,13,56,33,0,0,0,100,9381.13,5617,166.39,SIM,1641698.41,3500000
901,902,2007-09-15 00:00:00,52,55,23,50,58,18,0,0,0,68,17237.57,3490,334.59,SIM,3692969.85,6000000
902,903,2007-09-19 00:00:00,17,5,32,55,20,41,0,0,0,62,19346.4,4688,254.89,SIM,5792054.3,8000000
903,904,2007-09-22 00:00:00,32,44,59,53,48,51,0,0,0,72,18874.08,4007,337.86,SIM,15768458.93,18000000
904,905,2007-09-26 00:00:00,4,15,57,55,2,16,0,1,18405503.18,89,16931.26,6223,241.23,NÃO,0,1500000
905,906,2007-09-29 00:00:00,35,39,29,24,7,14,0,1,1583115.71,49,18461.99,4239,212.6,NÃO,0,1500000
906,907,2007-10-03 00:00:00,9,41,53,37,36,51,0,0,0,25,32080.72,2244,356.05,SIM,1403531.54,3000000
907,908,2007-10-06 00:00:00,19,1,9,25,50,52,0,0,0,120,8660.71,6205,166.86,SIM,3222281.26,5000000
908,909,2007-10-10 00:00:00,42,17,26,38,28,22,0,0,0,48,21301.42,4586,222.11,SIM,11605715.34,14000000
909,910,2007-10-13 00:00:00,53,29,36,3,15,27,0,0,0,107,10618.33,6512,173.81,SIM,13593997.94,16000000
910,911,2007-10-17 00:00:00,49,46,1,29,6,28,0,1,15981772.55,63,21657.82,5376,252.84,NÃO,0,1500000
911,912,2007-10-20 00:00:00,26,21,54,4,19,29,0,0,0,62,13412.1,4474,185.16,SIM,1455212.96,3000000
912,913,2007-10-24 00:00:00,30,14,59,36,46,38,0,1,2915782.13,27,30911.51,2683,309.9,NÃO,0,1200000
913,914,2007-10-27 00:00:00,33,51,9,23,45,12,0,0,0,64,12406.06,4731,167.2,SIM,7590419.67,10000000
914,915,2007-10-31 00:00:00,20,28,49,26,17,48,0,1,9448268.16,44,24127.91,3580,295.43,NÃO,0,1500000
915,916,2007-11-03 00:00:00,33,37,5,38,28,36,0,0,0,144,4648.18,3220,207.09,SIM,1171341.29,2500000
916,917,2007-11-07 00:00:00,23,59,25,47,46,30,0,0,0,61,14133.49,3491,246.03,SIM,2680091.97,4000000
917,918,2007-11-10 00:00:00,38,44,8,4,12,52,0,0,0,135,7591.36,6883,148.33,SIM,4473550.36,6000000
918,919,2007-11-14 00:00:00,43,25,41,60,31,3,0,0,0,37,28441.93,3505,299.1,SIM,12153032.42,14000000
919,920,2007-11-17 00:00:00,17,57,55,24,52,5,0,0,0,94,12657.72,6584,180.04,SIM,14235226.59,16000000
920,921,2007-11-21 00:00:00,35,41,1,57,9,48,0,0,0,62,21395.2,4365,302.75,SIM,16556605.48,20000000
921,922,2007-11-24 00:00:00,41,49,45,19,13,12,0,0,0,136,11821.04,8735,183.36,SIM,19370014.34,22000000
922,923,2007-11-28 00:00:00,53,39,2,50,57,15,0,0,0,90,19370.44,6122,283.68,SIM,22420857.89,26000000
923,924,2007-12-01 00:00:00,51,27,60,21,20,2,0,0,0,90,22081.88,7236,273.61,SIM,35717127.33,40000000
924,925,2007-12-05 00:00:00,52,37,46,8,22,36,0,1,40628613.64,132,21261.85,10214,273.74,NÃO,0,1200000
925,926,2007-12-08 00:00:00,40,41,34,33,21,59,0,0,0,24,35599.69,2019,421.58,SIM,1495186.73,3000000
926,927,2007-12-12 00:00:00,36,26,31,23,19,33,0,0,0,45,20517.91,3499,262.88,SIM,3110971.95,5000000
927,928,2007-12-15 00:00:00,32,10,49,60,4,33,18230080.5,1,5077029.42,43,26127.01,4246,263.59,NÃO,0,1000000
928,929,2007-12-19 00:00:00,16,49,35,39,57,27,0,0,0,42,18094.16,3095,244.61,SIM,9414519.05,11000000
929,930,2007-12-22 00:00:00,46,20,55,37,28,49,0,0,0,73,18344.9,5481,243.81,SIM,11758079.4,16000000
930,931,2007-12-31 00:00:00,17,34,7,36,39,19,0,0,0,245,9393.97,14573,157.93,SIM,15785742.06,20000000
931,932,2008-01-05 00:00:00,2,21,42,53,36,17,0,1,19685655.01,196,11370.01,10515,211.94,NÃO,0,1300000
932,933,2008-01-09 00:00:00,25,39,45,51,8,14,0,0,0,66,11712.22,3308,233.68,SIM,1352761.06,3000000
933,934,2008-01-12 00:00:00,25,48,44,3,21,1,0,0,0,55,17289.83,5101,186.42,SIM,12508366.08,15000000
934,935,2008-01-16 00:00:00,7,45,18,13,29,31,0,0,0,243,5396.61,10898,120.33,SIM,14803274.65,17000000
